geneID,geneID,hamming
Phactr3,Phactr3,0.6951219512195121
Atp1a1,Atp1a1,0.6818181818181818
Rragd,Rragd,0.4375
2310022B05Rik,2310022B05Rik,0.3974358974358974
Ifi27l1,Ifi27l1,0.5151515151515151
Mest,Mest,0.16
Ccnd2,Ccnd2,0.5
Slc7a11,Slc7a11,0.2755102040816326
Ube2i,Ube2i,0.48125
Chchd10,Chchd10,0.640625
Rhoq,Rhoq,0.6884057971014492
Msi2,Msi2,0.3388888888888889
Glrx5,Glrx5,0.6666666666666666
Grm1,Grm1,0.4405940594059406
Gatm,Gatm,0.5333333333333333
Clip4,Clip4,0.4375
Nr4a1,Nr4a1,0.10810810810810811
Map1a,Map1a,0.35106382978723405
Rcn2,Rcn2,0.10625
Pacsin1,Pacsin1,0.47435897435897434
Vsnl1,Vsnl1,0.4603960396039604
Adcy2,Adcy2,0.48863636363636365
Cldn5,Cldn5,0.40625
Vstm2l,Vstm2l,0.6060606060606061
Fgfr1,Fgfr1,0.5059523809523809
Nrxn2,Nrxn2,0.640625
Tcp11l2,Tcp11l2,0.2549019607843137
Tra2a,Tra2a,0.4523809523809524
Cttnbp2,Cttnbp2,0.5625
Nrep,Nrep,0.4759036144578313
S1pr1,S1pr1,0.7169811320754716
Bgn,Bgn,0.43333333333333335
Aldh5a1,Aldh5a1,0.6566265060240963
Hadhb,Hadhb,0.4540229885057471
Lhfp,Lhfp,0.4107142857142857
Cyp2j6,Cyp2j6,0.4305555555555556
Sv2b,Sv2b,0.34536082474226804
Ugcg,Ugcg,0.5089285714285714
Dnm3,Dnm3,0.45454545454545453
Fbxl16,Fbxl16,0.6162790697674418
Gpr37l1,Gpr37l1,0.2867647058823529
Th,Th,0.3598130841121495
Mapk4,Mapk4,0.4484536082474227
Gprin1,Gprin1,0.22784810126582278
Cnih2,Cnih2,0.7
Plekha1,Plekha1,0.6486486486486487
Atp1a2,Atp1a2,0.17647058823529413
Gstm1,Gstm1,0.2261904761904762
S100a10,S100a10,0.19078947368421054
Sfxn5,Sfxn5,0.5606060606060606
9330159F19Rik,9330159F19Rik,0.6666666666666666
Rap1gap,Rap1gap,0.5133333333333333
Cspg5,Cspg5,0.71875
Aldh1a1,Aldh1a1,0.5517241379310345
Ifitm3,Ifitm3,0.23170731707317074
Limd2,Limd2,0.6086956521739131
Rab40b,Rab40b,0.2112676056338028
Plp1,Plp1,0.2653061224489796
Ppp3ca,Ppp3ca,0.6724137931034483
Pla2g16,Pla2g16,0.42857142857142855
Gad1,Gad1,0.06321839080459771
B2m,B2m,0.6395348837209303
Rhoc,Rhoc,0.6
Dpp10,Dpp10,0.5058823529411764
Cdkn1b,Cdkn1b,0.6071428571428571
Col11a1,Col11a1,0.7692307692307693
9530082P21Rik,9530082P21Rik,0.7564102564102564
Slc4a4,Slc4a4,0.6341463414634146
Igsf3,Igsf3,0.7575757575757576
Cav2,Cav2,0.47297297297297297
D1Ertd622e,D1Ertd622e,0.4144144144144144
Adipor1,Adipor1,0.6363636363636364
Fndc5,Fndc5,0.2962962962962963
Cdc42se2,Cdc42se2,0.46153846153846156
Osbpl8,Osbpl8,0.7027027027027027
Lhfpl3,Lhfpl3,0.7236842105263158
Hey2,Hey2,0.453125
Dlx1,Dlx1,0.45
Tuba1c,Tuba1c,0.515625
Nudt4,Nudt4,0.36363636363636365
Atp6v1c1,Atp6v1c1,0.5348837209302325
Epas1,Epas1,0.7
Ptprd,Ptprd,0.26576576576576577
Nsmf,Nsmf,0.46261682242990654
Enho,Enho,0.34615384615384615
Gm5506,Gm5506,0.5535714285714286
Rcn1,Rcn1,0.4
Cnp,Cnp,0.465
Itm2a,Itm2a,0.5918367346938775
Hspa2,Hspa2,0.33098591549295775
Bcl11b,Bcl11b,0.7261904761904762
Slc38a1,Slc38a1,0.5925925925925926
Syn1,Syn1,0.30113636363636365
Fam65a,Fam65a,0.5169491525423728
Phgdh,Phgdh,0.4342105263157895
Elmod1,Elmod1,0.4405940594059406
Cebpd,Cebpd,0.5384615384615384
Prex1,Prex1,0.4189189189189189
Ola1,Ola1,0.6125
Nmb,Nmb,0.36633663366336633
Rgs12,Rgs12,0.373015873015873
Tmeff2,Tmeff2,0.35365853658536583
Atf5,Atf5,0.23333333333333334
Cldn11,Cldn11,0.5094339622641509
Scn1b,Scn1b,0.5108695652173914
Dpf1,Dpf1,0.27450980392156865
Cryab,Cryab,0.603448275862069
Fmo1,Fmo1,0.24074074074074073
Atp5g1,Atp5g1,0.525
Rasl11b,Rasl11b,0.7386363636363636
Fam163b,Fam163b,0.2897727272727273
Dpp6,Dpp6,0.45384615384615384
Ski,Ski,0.47
Ahnak,Ahnak,0.3235294117647059
Efhd2,Efhd2,0.23863636363636365
Ahcyl2,Ahcyl2,0.2727272727272727
Klhl2,Klhl2,0.31645569620253167
Gng4,Gng4,0.08139534883720931
Mfap3l,Mfap3l,0.5117647058823529
Id3,Id3,0.33064516129032256
Gda,Gda,0.29069767441860467
Gabrb2,Gabrb2,0.2803030303030303
Lin7c,Lin7c,0.483695652173913
Plcxd2,Plcxd2,0.3
Hnrnph2,Hnrnph2,0.5060975609756098
Sox11,Sox11,0.7586206896551724
Cacnb3,Cacnb3,0.1728395061728395
Agap1,Agap1,0.4854368932038835
Plekhb1,Plekhb1,0.2916666666666667
Kalrn,Kalrn,0.18243243243243243
Plcb1,Plcb1,0.20512820512820512
Snca,Snca,0.4722222222222222
Ablim3,Ablim3,0.24404761904761904
Dctn1,Dctn1,0.31645569620253167
Arrb1,Arrb1,0.35185185185185186
Cd9,Cd9,0.59375
Dab2ip,Dab2ip,0.5
Phldb2,Phldb2,0.625
Vdac3,Vdac3,0.7127659574468085
Ddb1,Ddb1,0.5862068965517241
Col1a1,Col1a1,0.6458333333333334
Hmgb1,Hmgb1,0.5833333333333334
Ppfia1,Ppfia1,0.3888888888888889
Kcnj10,Kcnj10,0.09722222222222222
Hist3h2ba,Hist3h2ba,0.30701754385964913
Slc16a1,Slc16a1,0.6081081081081081
Sparc,Sparc,0.16666666666666666
Ypel3,Ypel3,0.5918367346938775
Eml5,Eml5,0.7051282051282052
Actr1a,Actr1a,0.532051282051282
Rprml,Rprml,0.25806451612903225
Zmiz2,Zmiz2,0.686046511627907
Ptpro,Ptpro,0.13414634146341464
Sez6,Sez6,0.2261904761904762
Arhgef7,Arhgef7,0.5684931506849316
Wls,Wls,0.2236842105263158
Dgkz,Dgkz,0.6836734693877551
Mboat2,Mboat2,0.5357142857142857
Snx3,Snx3,0.538961038961039
Fstl5,Fstl5,0.41836734693877553
Zfhx4,Zfhx4,0.5714285714285714
Vim,Vim,0.7884615384615384
Nat8l,Nat8l,0.4438202247191011
Serpinh1,Serpinh1,0.6333333333333333
Abl2,Abl2,0.21153846153846154
Kcna2,Kcna2,0.27232142857142855
Islr,Islr,0.38823529411764707
Gria3,Gria3,0.6666666666666666
Hpcal4,Hpcal4,0.2722222222222222
Gng3,Gng3,0.27906976744186046
Prkca,Prkca,0.2
Gm13889,Gm13889,0.2876712328767123
Dpysl5,Dpysl5,0.4318181818181818
Mtfp1,Mtfp1,0.4647058823529412
Slc20a1,Slc20a1,0.4020618556701031
Dusp8,Dusp8,0.6231884057971014
Dlgap4,Dlgap4,0.7058823529411765
Rcan2,Rcan2,0.24299065420560748
Usp54,Usp54,0.36486486486486486
Cdk17,Cdk17,0.686046511627907
Rab3a,Rab3a,0.625
Ablim1,Ablim1,0.5
Sema6a,Sema6a,0.675
Hmgcs2,Hmgcs2,0.18181818181818182
Npy,Npy,0.35365853658536583
Fyco1,Fyco1,0.25
Cacna1g,Cacna1g,0.6904761904761905
Srebf1,Srebf1,0.2826086956521739
