cellID AFAP1 AFF4 AGAP1 AGO3 AGPS AHDC1 AKAP11 ALPK2 AMOTL1 ANKH ANKRD52 ARL10 ASCC3 BRCA2 BSN BUB3 Blank-1 Blank-10 Blank-2 Blank-3 Blank-4 Blank-5 Blank-6 Blank-7 Blank-8 Blank-9 C14orf132 C17orf51 CBL CBX5 CCDC113 CDYL2 CEMIP CENPF CEP250 CHST3 CKAP5 CNR2 COL5A1 CREBBP CRTAP DIEXF DIP2B DNAJC13 DOPEY1 DSEL DYNC1H1 EGFR FAF2 FAM184B FAM208B FASN FBN1 FBN2 FYCO1 FZD4 FZD5 GPR107 GTF3C4 HEATR5B HERC2 IGF2R IL17RA ITPR2 KIAA1147 KIAA1462 KIF13B KLHL9 KPNA4 LMTK2 LRP1 LUZP1 MALAT1 MAN1A2 MCF2L MED14 MYH10 NHSL2 NKTR NOTCH2 NRIP1 PAPPA PHIP PIK3CA PLXNA1 PLXNA2 POLQ PRDM2 PRKCA PRKDC PROSER1 PRPF8 PRRC2B PTPN14 RAB3B RAD51D RBM20 RNF152 RNF169 RP4-671O14.6 SAMD12 SCUBE3 SIPA1L3 SKP1 SLC35B4 SLC38A1 SLC5A3 SLC7A11 SLC9A2 SMARCA5 SMIM5 SOD2 SPTBN1 SRRM2 SSH1 STARD9 SULT1C2 THBS1 THSD4 TLN1 TMOD2 TNRC6A TPR TSPAN3 TSTD2 TTPAL UBR2 UBR5 UMPS USP24 USP34 USP8 USP9X VPS13D XDH XKR5 YIPF4 ZBTB43 ZCCHC6 ZNF592
16.173696756499144x-430.8987694973996 13.0 19.0 16.0 4.0 14.0 14.0 18.0 7.0 25.0 5.0 10.0 5.0 13.0 7.0 4.0 4.0 3.0 4.0 3.0 7.0 2.0 2.0 4.0 4.0 4.0 2.0 5.0 8.0 12.0 23.0 3.0 7.0 4.0 33.0 9.0 21.0 25.0 8.0 21.0 32.0 17.0 8.0 13.0 13.0 5.0 7.0 30.0 12.0 10.0 6.0 14.0 42.0 4.0 17.0 8.0 19.0 6.0 19.0 13.0 11.0 16.0 5.0 5.0 2.0 8.0 9.0 9.0 8.0 7.0 14.0 17.0 16.0 41.0 9.0 9.0 8.0 23.0 8.0 11.0 15.0 7.0 6.0 5.0 7.0 14.0 4.0 8.0 9.0 16.0 53.0 10.0 37.0 23.0 24.0 5.0 7.0 5.0 5.0 11.0 11.0 4.0 2.0 7.0 3.0 8.0 7.0 9.0 6.0 2.0 16.0 4.0 8.0 28.0 54.0 12.0 10.0 2.0 81.0 7.0 38.0 4.0 16.0 24.0 4.0 9.0 16.0 4.0 8.0 4.0 12.0 21.0 5.0 28.0 5.0 4.0 10.0 4.0 12.0 12.0 16.0
22.90385699634269x-400.9516506256018 7.0 20.0 11.0 12.0 11.0 27.0 21.0 4.0 38.0 6.0 24.0 15.0 12.0 7.0 7.0 8.0 3.0 7.0 6.0 6.0 3.0 7.0 6.0 6.0 5.0 4.0 9.0 11.0 16.0 15.0 10.0 12.0 6.0 28.0 5.0 29.0 28.0 5.0 26.0 28.0 10.0 3.0 28.0 12.0 5.0 7.0 24.0 18.0 12.0 8.0 7.0 36.0 9.0 23.0 9.0 19.0 6.0 18.0 16.0 5.0 17.0 6.0 9.0 13.0 17.0 11.0 14.0 8.0 8.0 18.0 20.0 19.0 76.0 27.0 3.0 14.0 44.0 19.0 13.0 24.0 9.0 9.0 15.0 14.0 13.0 7.0 11.0 18.0 16.0 53.0 10.0 41.0 20.0 23.0 17.0 7.0 6.0 11.0 16.0 10.0 4.0 8.0 13.0 6.0 13.0 10.0 12.0 11.0 8.0 17.0 10.0 9.0 54.0 35.0 11.0 15.0 5.0 32.0 9.0 41.0 3.0 27.0 15.0 7.0 13.0 14.0 11.0 29.0 7.0 9.0 24.0 9.0 27.0 11.0 10.0 8.0 5.0 8.0 9.0 17.0
22.73170014124294x-334.7585875706222 17.0 19.0 6.0 7.0 6.0 11.0 8.0 6.0 26.0 5.0 11.0 5.0 7.0 6.0 5.0 5.0 2.0 7.0 2.0 3.0 3.0 7.0 3.0 1.0 5.0 3.0 6.0 6.0 13.0 12.0 3.0 12.0 4.0 7.0 9.0 10.0 12.0 10.0 13.0 11.0 15.0 3.0 13.0 9.0 3.0 8.0 24.0 10.0 9.0 8.0 10.0 15.0 4.0 16.0 11.0 16.0 5.0 4.0 13.0 5.0 9.0 11.0 12.0 7.0 7.0 9.0 13.0 7.0 8.0 12.0 18.0 13.0 63.0 10.0 6.0 8.0 19.0 5.0 7.0 7.0 13.0 10.0 3.0 5.0 15.0 7.0 12.0 12.0 8.0 24.0 12.0 24.0 18.0 11.0 11.0 2.0 2.0 9.0 4.0 7.0 5.0 8.0 7.0 8.0 7.0 5.0 11.0 6.0 3.0 9.0 12.0 4.0 21.0 23.0 6.0 6.0 4.0 107.0 6.0 20.0 6.0 6.0 7.0 3.0 8.0 10.0 1.0 11.0 3.0 12.0 21.0 5.0 24.0 8.0 8.0 5.0 1.0 4.0 3.0 17.0
37.38938141025641x-440.1567147435894 2.0 10.0 5.0 0.0 5.0 6.0 6.0 1.0 14.0 3.0 4.0 2.0 8.0 3.0 3.0 1.0 1.0 1.0 2.0 2.0 3.0 4.0 2.0 2.0 2.0 0.0 4.0 3.0 2.0 6.0 2.0 2.0 7.0 9.0 3.0 13.0 8.0 0.0 7.0 10.0 11.0 3.0 4.0 2.0 0.0 0.0 9.0 3.0 6.0 0.0 5.0 12.0 5.0 1.0 1.0 7.0 1.0 2.0 5.0 2.0 8.0 2.0 1.0 2.0 2.0 2.0 3.0 5.0 3.0 6.0 5.0 5.0 24.0 4.0 2.0 7.0 11.0 1.0 2.0 4.0 3.0 5.0 1.0 2.0 5.0 4.0 3.0 9.0 9.0 27.0 2.0 11.0 4.0 5.0 1.0 2.0 2.0 5.0 6.0 3.0 1.0 1.0 0.0 1.0 4.0 1.0 3.0 5.0 2.0 9.0 1.0 4.0 7.0 13.0 6.0 3.0 2.0 6.0 1.0 16.0 2.0 3.0 8.0 3.0 4.0 5.0 1.0 2.0 2.0 7.0 4.0 2.0 12.0 6.0 4.0 5.0 0.0 1.0 6.0 6.0
32.26402581939798x-372.7244013377927 6.0 19.0 11.0 5.0 6.0 17.0 17.0 6.0 34.0 3.0 4.0 7.0 12.0 4.0 3.0 5.0 5.0 5.0 7.0 2.0 2.0 7.0 4.0 6.0 3.0 3.0 6.0 4.0 9.0 16.0 2.0 7.0 7.0 10.0 8.0 8.0 16.0 9.0 29.0 15.0 9.0 9.0 15.0 12.0 4.0 6.0 31.0 11.0 6.0 8.0 11.0 19.0 6.0 22.0 0.0 10.0 5.0 10.0 9.0 7.0 18.0 10.0 9.0 10.0 7.0 6.0 16.0 5.0 12.0 10.0 7.0 14.0 33.0 7.0 6.0 7.0 23.0 9.0 6.0 17.0 10.0 6.0 6.0 12.0 13.0 9.0 13.0 12.0 13.0 38.0 9.0 28.0 13.0 18.0 5.0 3.0 6.0 7.0 10.0 5.0 4.0 4.0 6.0 6.0 6.0 6.0 14.0 13.0 6.0 9.0 9.0 6.0 32.0 17.0 12.0 9.0 8.0 53.0 8.0 32.0 7.0 10.0 14.0 6.0 10.0 17.0 5.0 13.0 6.0 7.0 20.0 2.0 20.0 9.0 8.0 14.0 10.0 13.0 10.0 7.0
48.35712224669604x-354.6390308370046 11.0 12.0 4.0 1.0 2.0 7.0 6.0 2.0 17.0 4.0 4.0 4.0 8.0 7.0 5.0 4.0 4.0 3.0 2.0 5.0 0.0 5.0 4.0 3.0 1.0 2.0 6.0 2.0 7.0 7.0 2.0 13.0 2.0 4.0 4.0 7.0 8.0 4.0 12.0 12.0 6.0 3.0 14.0 5.0 3.0 3.0 18.0 11.0 9.0 4.0 5.0 24.0 4.0 8.0 1.0 9.0 5.0 8.0 8.0 2.0 8.0 3.0 0.0 5.0 4.0 2.0 3.0 7.0 3.0 8.0 6.0 10.0 43.0 10.0 6.0 4.0 5.0 5.0 4.0 4.0 5.0 1.0 4.0 10.0 5.0 5.0 5.0 11.0 3.0 14.0 2.0 16.0 9.0 11.0 2.0 4.0 0.0 3.0 10.0 2.0 3.0 4.0 5.0 3.0 8.0 4.0 26.0 3.0 8.0 5.0 5.0 8.0 15.0 10.0 7.0 4.0 7.0 6.0 7.0 19.0 4.0 9.0 3.0 3.0 5.0 7.0 4.0 10.0 5.0 5.0 12.0 5.0 12.0 5.0 2.0 6.0 4.0 8.0 7.0 6.0
54.5483335419274x-318.3212327909891 15.0 15.0 14.0 3.0 4.0 13.0 9.0 3.0 36.0 7.0 6.0 2.0 10.0 8.0 3.0 4.0 2.0 2.0 0.0 0.0 6.0 6.0 2.0 0.0 2.0 3.0 8.0 5.0 12.0 16.0 4.0 19.0 1.0 31.0 10.0 15.0 21.0 8.0 10.0 21.0 15.0 11.0 22.0 9.0 3.0 6.0 21.0 8.0 16.0 2.0 9.0 29.0 8.0 11.0 9.0 11.0 9.0 10.0 17.0 5.0 23.0 11.0 4.0 4.0 11.0 9.0 18.0 8.0 6.0 17.0 10.0 20.0 67.0 6.0 5.0 10.0 30.0 4.0 7.0 15.0 6.0 10.0 15.0 7.0 7.0 8.0 16.0 18.0 17.0 50.0 8.0 33.0 15.0 11.0 11.0 3.0 3.0 9.0 13.0 10.0 6.0 8.0 7.0 3.0 4.0 6.0 5.0 7.0 5.0 21.0 4.0 5.0 47.0 28.0 8.0 8.0 3.0 76.0 12.0 22.0 5.0 6.0 13.0 2.0 4.0 7.0 6.0 8.0 7.0 8.0 16.0 5.0 29.0 8.0 8.0 6.0 3.0 5.0 11.0 14.0
54.65172391017175x-401.7114266842801 2.0 8.0 3.0 4.0 4.0 5.0 2.0 3.0 13.0 3.0 4.0 5.0 7.0 1.0 6.0 1.0 4.0 4.0 3.0 5.0 2.0 1.0 2.0 3.0 1.0 3.0 6.0 2.0 1.0 3.0 1.0 3.0 0.0 2.0 3.0 11.0 6.0 2.0 10.0 10.0 5.0 1.0 11.0 3.0 2.0 2.0 10.0 7.0 6.0 7.0 5.0 21.0 1.0 9.0 7.0 2.0 8.0 5.0 7.0 2.0 8.0 3.0 2.0 5.0 2.0 2.0 2.0 8.0 0.0 6.0 6.0 4.0 33.0 11.0 1.0 8.0 8.0 2.0 8.0 1.0 2.0 4.0 3.0 1.0 8.0 3.0 3.0 6.0 6.0 17.0 3.0 9.0 8.0 19.0 0.0 3.0 2.0 4.0 4.0 3.0 2.0 0.0 2.0 1.0 2.0 1.0 18.0 3.0 2.0 6.0 4.0 5.0 20.0 6.0 3.0 2.0 6.0 49.0 2.0 15.0 4.0 9.0 7.0 3.0 4.0 6.0 7.0 4.0 2.0 4.0 9.0 3.0 10.0 4.0 5.0 3.0 4.0 1.0 6.0 5.0
58.08384512428302x-441.9866730401531 3.0 9.0 4.0 2.0 3.0 4.0 3.0 2.0 8.0 2.0 4.0 3.0 2.0 0.0 1.0 5.0 3.0 1.0 3.0 3.0 0.0 0.0 2.0 1.0 1.0 1.0 2.0 2.0 5.0 7.0 0.0 10.0 4.0 10.0 3.0 8.0 5.0 4.0 1.0 3.0 5.0 1.0 2.0 5.0 0.0 3.0 2.0 5.0 5.0 1.0 4.0 3.0 2.0 7.0 0.0 3.0 6.0 2.0 5.0 1.0 5.0 6.0 3.0 3.0 2.0 5.0 6.0 2.0 1.0 5.0 1.0 6.0 38.0 4.0 0.0 7.0 8.0 2.0 5.0 1.0 2.0 2.0 2.0 1.0 2.0 5.0 5.0 8.0 9.0 11.0 3.0 8.0 3.0 10.0 2.0 1.0 1.0 2.0 2.0 3.0 1.0 2.0 2.0 3.0 2.0 5.0 5.0 1.0 0.0 6.0 5.0 4.0 3.0 6.0 1.0 6.0 4.0 12.0 3.0 5.0 1.0 2.0 4.0 4.0 4.0 1.0 2.0 7.0 1.0 1.0 4.0 1.0 3.0 3.0 7.0 2.0 4.0 3.0 5.0 0.0
71.50907659574472x-342.00628723404253 7.0 10.0 8.0 3.0 10.0 11.0 9.0 4.0 13.0 2.0 1.0 6.0 16.0 3.0 3.0 3.0 3.0 2.0 2.0 3.0 2.0 2.0 1.0 2.0 2.0 2.0 7.0 2.0 9.0 12.0 3.0 4.0 2.0 5.0 4.0 3.0 9.0 1.0 8.0 10.0 5.0 9.0 7.0 3.0 2.0 1.0 15.0 3.0 8.0 4.0 5.0 12.0 5.0 8.0 3.0 5.0 3.0 6.0 5.0 6.0 6.0 3.0 6.0 6.0 5.0 2.0 9.0 2.0 3.0 9.0 10.0 7.0 40.0 11.0 6.0 7.0 11.0 4.0 7.0 4.0 1.0 4.0 7.0 7.0 5.0 2.0 6.0 4.0 9.0 22.0 5.0 23.0 6.0 7.0 5.0 11.0 2.0 4.0 4.0 4.0 3.0 3.0 3.0 1.0 2.0 4.0 26.0 5.0 0.0 21.0 3.0 8.0 11.0 22.0 5.0 1.0 5.0 52.0 6.0 20.0 3.0 8.0 5.0 3.0 4.0 7.0 2.0 10.0 1.0 7.0 17.0 1.0 21.0 4.0 2.0 1.0 7.0 4.0 7.0 5.0
74.4144006249999x-373.0141124999999 10.0 21.0 10.0 3.0 16.0 14.0 15.0 6.0 33.0 5.0 18.0 2.0 8.0 5.0 5.0 8.0 1.0 6.0 2.0 4.0 4.0 4.0 2.0 8.0 6.0 5.0 5.0 9.0 16.0 15.0 4.0 12.0 4.0 2.0 2.0 7.0 13.0 6.0 12.0 24.0 8.0 4.0 18.0 6.0 4.0 6.0 27.0 18.0 11.0 4.0 10.0 25.0 2.0 16.0 6.0 12.0 8.0 9.0 14.0 7.0 10.0 5.0 6.0 6.0 10.0 6.0 10.0 7.0 7.0 14.0 14.0 21.0 68.0 12.0 7.0 6.0 16.0 7.0 9.0 10.0 4.0 4.0 7.0 10.0 16.0 12.0 7.0 20.0 16.0 38.0 7.0 28.0 19.0 33.0 5.0 4.0 7.0 6.0 10.0 3.0 2.0 6.0 12.0 3.0 4.0 6.0 24.0 9.0 1.0 9.0 3.0 8.0 31.0 33.0 10.0 6.0 5.0 116.0 8.0 36.0 0.0 10.0 18.0 6.0 9.0 11.0 4.0 14.0 8.0 9.0 23.0 4.0 19.0 7.0 13.0 5.0 6.0 8.0 10.0 10.0
78.14690894396549x-430.3675053879309 12.0 20.0 13.0 6.0 12.0 13.0 9.0 9.0 23.0 7.0 9.0 2.0 10.0 9.0 5.0 7.0 4.0 3.0 4.0 7.0 3.0 7.0 2.0 5.0 4.0 4.0 11.0 9.0 17.0 35.0 2.0 4.0 8.0 78.0 6.0 17.0 30.0 8.0 18.0 32.0 11.0 7.0 18.0 8.0 5.0 4.0 33.0 13.0 20.0 6.0 7.0 31.0 6.0 60.0 4.0 9.0 11.0 11.0 16.0 8.0 14.0 9.0 10.0 3.0 11.0 5.0 9.0 6.0 7.0 16.0 13.0 8.0 81.0 16.0 2.0 10.0 43.0 10.0 14.0 14.0 11.0 9.0 8.0 5.0 10.0 6.0 10.0 14.0 29.0 47.0 12.0 48.0 13.0 17.0 5.0 9.0 3.0 3.0 11.0 7.0 3.0 4.0 9.0 1.0 5.0 11.0 11.0 9.0 3.0 22.0 6.0 7.0 39.0 33.0 10.0 5.0 5.0 45.0 7.0 36.0 5.0 10.0 33.0 7.0 3.0 12.0 7.0 18.0 5.0 14.0 24.0 5.0 22.0 4.0 8.0 9.0 2.0 10.0 14.0 23.0
81.43106936026932x-401.43241077441076 7.0 14.0 7.0 7.0 8.0 7.0 11.0 1.0 25.0 3.0 20.0 3.0 6.0 4.0 10.0 4.0 3.0 4.0 8.0 5.0 4.0 8.0 4.0 4.0 1.0 3.0 4.0 2.0 9.0 33.0 3.0 7.0 5.0 33.0 7.0 22.0 26.0 5.0 24.0 20.0 3.0 8.0 13.0 6.0 1.0 6.0 18.0 16.0 10.0 4.0 14.0 21.0 8.0 30.0 3.0 13.0 5.0 12.0 19.0 6.0 14.0 4.0 6.0 10.0 6.0 2.0 10.0 5.0 8.0 11.0 7.0 12.0 61.0 10.0 3.0 9.0 41.0 11.0 8.0 14.0 9.0 6.0 13.0 8.0 12.0 8.0 6.0 12.0 11.0 43.0 6.0 34.0 22.0 13.0 9.0 7.0 2.0 3.0 12.0 7.0 3.0 4.0 6.0 2.0 4.0 6.0 6.0 9.0 5.0 15.0 1.0 11.0 30.0 40.0 7.0 12.0 3.0 12.0 10.0 33.0 4.0 8.0 12.0 5.0 12.0 13.0 8.0 8.0 2.0 10.0 15.0 2.0 20.0 7.0 9.0 3.0 3.0 6.0 16.0 11.0
81.06066290322588x-308.22901612903235 0.0 11.0 7.0 2.0 1.0 6.0 4.0 2.0 3.0 3.0 4.0 0.0 3.0 1.0 1.0 4.0 0.0 4.0 2.0 4.0 2.0 1.0 1.0 1.0 0.0 2.0 6.0 0.0 2.0 4.0 3.0 4.0 2.0 4.0 4.0 1.0 0.0 3.0 11.0 9.0 4.0 4.0 3.0 1.0 0.0 7.0 6.0 3.0 4.0 1.0 3.0 8.0 2.0 12.0 2.0 7.0 2.0 4.0 5.0 2.0 8.0 10.0 3.0 1.0 6.0 1.0 9.0 1.0 3.0 5.0 2.0 3.0 63.0 6.0 6.0 1.0 2.0 2.0 7.0 2.0 2.0 7.0 3.0 6.0 4.0 2.0 3.0 6.0 8.0 16.0 0.0 7.0 8.0 14.0 1.0 1.0 1.0 1.0 4.0 5.0 2.0 2.0 1.0 1.0 1.0 3.0 2.0 2.0 0.0 2.0 7.0 5.0 9.0 13.0 4.0 5.0 2.0 37.0 5.0 11.0 2.0 6.0 4.0 1.0 4.0 1.0 1.0 3.0 2.0 2.0 4.0 2.0 7.0 3.0 3.0 4.0 6.0 5.0 3.0 1.0
87.86945290322575x-325.16763870967765 2.0 10.0 9.0 4.0 6.0 4.0 6.0 0.0 12.0 1.0 9.0 1.0 5.0 2.0 0.0 4.0 1.0 1.0 3.0 3.0 2.0 2.0 5.0 1.0 2.0 0.0 2.0 1.0 6.0 8.0 1.0 3.0 6.0 2.0 3.0 7.0 3.0 1.0 16.0 10.0 3.0 2.0 7.0 3.0 0.0 2.0 14.0 6.0 9.0 3.0 3.0 13.0 4.0 14.0 2.0 1.0 2.0 6.0 6.0 4.0 2.0 6.0 2.0 7.0 5.0 3.0 4.0 5.0 0.0 14.0 5.0 7.0 54.0 6.0 3.0 6.0 7.0 3.0 4.0 4.0 9.0 0.0 7.0 2.0 5.0 5.0 4.0 9.0 6.0 14.0 9.0 11.0 12.0 10.0 4.0 5.0 2.0 1.0 8.0 4.0 0.0 1.0 3.0 5.0 1.0 2.0 2.0 4.0 1.0 8.0 4.0 2.0 14.0 11.0 5.0 4.0 5.0 37.0 7.0 19.0 1.0 7.0 6.0 5.0 8.0 5.0 5.0 9.0 1.0 6.0 11.0 2.0 15.0 2.0 3.0 2.0 3.0 2.0 2.0 3.0
100.98830728616696x-346.4399472016894 2.0 7.0 12.0 5.0 6.0 6.0 8.0 3.0 2.0 3.0 9.0 1.0 5.0 1.0 3.0 7.0 5.0 2.0 3.0 3.0 1.0 6.0 3.0 3.0 0.0 10.0 7.0 3.0 8.0 8.0 4.0 3.0 1.0 2.0 0.0 7.0 8.0 7.0 18.0 16.0 7.0 9.0 19.0 8.0 3.0 3.0 16.0 6.0 4.0 4.0 5.0 12.0 4.0 14.0 7.0 9.0 5.0 4.0 12.0 2.0 6.0 5.0 2.0 2.0 8.0 3.0 5.0 5.0 5.0 14.0 8.0 7.0 52.0 9.0 6.0 6.0 8.0 5.0 8.0 3.0 5.0 0.0 3.0 7.0 6.0 9.0 4.0 7.0 13.0 6.0 10.0 17.0 6.0 8.0 3.0 5.0 0.0 7.0 6.0 5.0 5.0 6.0 7.0 1.0 4.0 4.0 3.0 3.0 1.0 7.0 7.0 6.0 16.0 16.0 5.0 2.0 4.0 52.0 4.0 18.0 4.0 9.0 8.0 2.0 4.0 5.0 3.0 8.0 5.0 7.0 14.0 4.0 11.0 6.0 5.0 4.0 2.0 7.0 3.0 10.0
106.01037973137979x-316.1133577533579 4.0 9.0 7.0 5.0 3.0 15.0 4.0 4.0 7.0 2.0 9.0 3.0 6.0 2.0 0.0 2.0 3.0 5.0 2.0 2.0 1.0 5.0 6.0 5.0 0.0 6.0 6.0 5.0 9.0 11.0 6.0 9.0 2.0 5.0 0.0 2.0 5.0 3.0 9.0 11.0 10.0 2.0 8.0 4.0 4.0 4.0 10.0 3.0 8.0 3.0 4.0 7.0 1.0 9.0 6.0 5.0 8.0 6.0 2.0 0.0 3.0 5.0 5.0 7.0 4.0 0.0 7.0 7.0 3.0 10.0 4.0 6.0 76.0 4.0 1.0 3.0 9.0 4.0 3.0 1.0 4.0 2.0 6.0 1.0 2.0 1.0 0.0 9.0 10.0 11.0 7.0 11.0 13.0 12.0 0.0 1.0 4.0 3.0 9.0 1.0 2.0 4.0 4.0 1.0 5.0 3.0 5.0 3.0 4.0 3.0 2.0 4.0 23.0 19.0 7.0 3.0 2.0 21.0 4.0 21.0 4.0 2.0 6.0 3.0 8.0 1.0 6.0 8.0 3.0 6.0 13.0 1.0 9.0 3.0 9.0 5.0 5.0 4.0 3.0 7.0
125.44178780036987x-431.5484399260638 25.0 19.0 22.0 10.0 20.0 12.0 27.0 4.0 41.0 10.0 26.0 7.0 15.0 9.0 6.0 10.0 14.0 6.0 5.0 11.0 8.0 15.0 17.0 17.0 9.0 9.0 17.0 9.0 18.0 31.0 9.0 22.0 7.0 65.0 13.0 30.0 40.0 15.0 39.0 21.0 17.0 16.0 17.0 14.0 4.0 3.0 39.0 14.0 10.0 12.0 18.0 29.0 9.0 39.0 15.0 13.0 15.0 19.0 21.0 10.0 21.0 21.0 18.0 9.0 9.0 10.0 20.0 14.0 12.0 21.0 23.0 19.0 272.0 21.0 4.0 14.0 48.0 6.0 15.0 9.0 7.0 10.0 9.0 11.0 19.0 4.0 16.0 30.0 14.0 51.0 13.0 35.0 21.0 11.0 9.0 7.0 9.0 7.0 11.0 8.0 7.0 8.0 5.0 7.0 9.0 19.0 9.0 14.0 2.0 23.0 10.0 14.0 57.0 71.0 13.0 14.0 3.0 101.0 12.0 61.0 5.0 19.0 18.0 9.0 19.0 17.0 6.0 32.0 15.0 15.0 37.0 4.0 33.0 10.0 11.0 16.0 13.0 5.0 17.0 13.0
108.12345720476708x-401.235601300109 8.0 8.0 3.0 4.0 1.0 8.0 3.0 4.0 14.0 4.0 6.0 4.0 7.0 3.0 3.0 0.0 6.0 4.0 1.0 5.0 3.0 8.0 4.0 1.0 2.0 0.0 3.0 9.0 5.0 9.0 6.0 7.0 1.0 2.0 4.0 7.0 6.0 7.0 15.0 15.0 4.0 3.0 11.0 5.0 3.0 3.0 16.0 3.0 6.0 1.0 4.0 14.0 5.0 17.0 3.0 11.0 4.0 3.0 7.0 3.0 9.0 2.0 4.0 4.0 5.0 3.0 6.0 3.0 3.0 7.0 9.0 13.0 42.0 4.0 2.0 4.0 18.0 5.0 9.0 6.0 8.0 4.0 3.0 7.0 9.0 4.0 1.0 8.0 10.0 16.0 5.0 16.0 8.0 10.0 3.0 4.0 1.0 1.0 11.0 4.0 0.0 3.0 5.0 3.0 1.0 5.0 3.0 5.0 1.0 11.0 2.0 0.0 16.0 20.0 4.0 3.0 2.0 70.0 4.0 21.0 6.0 8.0 12.0 6.0 3.0 7.0 1.0 7.0 2.0 2.0 17.0 0.0 12.0 4.0 6.0 6.0 2.0 4.0 4.0 8.0
114.47959790438765x-373.0218925998688 11.0 24.0 9.0 6.0 11.0 6.0 12.0 5.0 20.0 3.0 23.0 5.0 7.0 3.0 6.0 4.0 4.0 8.0 3.0 7.0 3.0 4.0 8.0 9.0 2.0 3.0 7.0 5.0 17.0 15.0 4.0 10.0 4.0 6.0 5.0 16.0 11.0 8.0 15.0 14.0 6.0 3.0 21.0 3.0 6.0 7.0 19.0 7.0 8.0 6.0 10.0 21.0 9.0 18.0 5.0 12.0 4.0 5.0 8.0 5.0 19.0 9.0 5.0 7.0 8.0 6.0 5.0 4.0 10.0 20.0 10.0 8.0 109.0 12.0 3.0 13.0 21.0 10.0 8.0 8.0 5.0 2.0 4.0 5.0 13.0 4.0 6.0 8.0 10.0 30.0 13.0 26.0 12.0 13.0 9.0 7.0 3.0 5.0 10.0 10.0 2.0 3.0 8.0 2.0 6.0 5.0 25.0 6.0 3.0 16.0 6.0 15.0 23.0 31.0 8.0 5.0 4.0 104.0 1.0 42.0 8.0 8.0 17.0 4.0 8.0 17.0 5.0 15.0 8.0 7.0 13.0 5.0 18.0 6.0 13.0 7.0 9.0 5.0 10.0 13.0
121.1651371571075x-309.33193682460546 8.0 9.0 9.0 5.0 9.0 5.0 8.0 3.0 21.0 4.0 23.0 2.0 1.0 5.0 3.0 3.0 3.0 3.0 3.0 7.0 3.0 5.0 5.0 5.0 2.0 3.0 8.0 4.0 15.0 10.0 3.0 14.0 6.0 5.0 8.0 9.0 12.0 2.0 28.0 22.0 7.0 6.0 7.0 8.0 4.0 2.0 19.0 11.0 8.0 7.0 12.0 13.0 4.0 16.0 5.0 9.0 2.0 11.0 8.0 2.0 9.0 13.0 9.0 4.0 9.0 3.0 4.0 6.0 5.0 10.0 16.0 5.0 58.0 7.0 8.0 11.0 11.0 8.0 7.0 5.0 6.0 7.0 7.0 1.0 14.0 4.0 1.0 10.0 8.0 34.0 7.0 19.0 16.0 5.0 9.0 4.0 4.0 2.0 4.0 3.0 0.0 8.0 4.0 1.0 4.0 9.0 8.0 2.0 0.0 13.0 8.0 5.0 23.0 25.0 8.0 7.0 4.0 33.0 1.0 35.0 4.0 7.0 17.0 5.0 7.0 9.0 5.0 13.0 3.0 8.0 16.0 3.0 20.0 4.0 7.0 5.0 9.0 7.0 11.0 8.0
136.71999999999971x-335.30972157772635 11.0 17.0 12.0 5.0 7.0 11.0 12.0 0.0 13.0 8.0 11.0 8.0 14.0 4.0 6.0 8.0 3.0 4.0 6.0 7.0 0.0 6.0 6.0 6.0 3.0 4.0 11.0 7.0 7.0 11.0 12.0 6.0 4.0 5.0 4.0 10.0 6.0 2.0 16.0 17.0 11.0 8.0 13.0 8.0 2.0 1.0 21.0 9.0 6.0 8.0 11.0 13.0 2.0 14.0 4.0 13.0 6.0 10.0 14.0 5.0 16.0 7.0 6.0 9.0 6.0 9.0 10.0 4.0 10.0 10.0 20.0 6.0 135.0 10.0 2.0 6.0 14.0 5.0 6.0 12.0 6.0 6.0 6.0 4.0 7.0 1.0 2.0 7.0 7.0 26.0 5.0 19.0 14.0 12.0 3.0 4.0 4.0 2.0 5.0 3.0 2.0 12.0 4.0 5.0 7.0 6.0 9.0 2.0 2.0 8.0 5.0 6.0 27.0 32.0 9.0 11.0 4.0 16.0 8.0 29.0 3.0 10.0 7.0 8.0 6.0 8.0 5.0 14.0 5.0 9.0 11.0 4.0 16.0 6.0 5.0 10.0 6.0 1.0 11.0 9.0
