cellID AFAP1 AFF4 AGAP1 AGO3 AGPS AHDC1 AKAP11 ALPK2 AMOTL1 ANKH ANKRD52 ARL10 ASCC3 BRCA2 BSN BUB3 Blank-1 Blank-10 Blank-2 Blank-3 Blank-4 Blank-5 Blank-6 Blank-7 Blank-8 Blank-9 C14orf132 C17orf51 CBL CBX5 CCDC113 CDYL2 CEMIP CENPF CEP250 CHST3 CKAP5 CNR2 COL5A1 CREBBP CRTAP DIEXF DIP2B DNAJC13 DOPEY1 DSEL DYNC1H1 EGFR FAF2 FAM184B FAM208B FASN FBN1 FBN2 FYCO1 FZD4 FZD5 GPR107 GTF3C4 HEATR5B HERC2 IGF2R IL17RA ITPR2 KIAA1147 KIAA1462 KIF13B KLHL9 KPNA4 LMTK2 LRP1 LUZP1 MALAT1 MAN1A2 MCF2L MED14 MYH10 NHSL2 NKTR NOTCH2 NRIP1 PAPPA PHIP PIK3CA PLXNA1 PLXNA2 POLQ PRDM2 PRKCA PRKDC PROSER1 PRPF8 PRRC2B PTPN14 RAB3B RAD51D RBM20 RNF152 RNF169 RP4-671O14.6 SAMD12 SCUBE3 SIPA1L3 SKP1 SLC35B4 SLC38A1 SLC5A3 SLC7A11 SLC9A2 SMARCA5 SMIM5 SOD2 SPTBN1 SRRM2 SSH1 STARD9 SULT1C2 THBS1 THSD4 TLN1 TMOD2 TNRC6A TPR TSPAN3 TSTD2 TTPAL UBR2 UBR5 UMPS USP24 USP34 USP8 USP9X VPS13D XDH XKR5 YIPF4 ZBTB43 ZCCHC6 ZNF592
-172.57207985143918x-221.21398328690788 6.0 14.0 10.0 6.0 5.0 16.0 8.0 4.0 12.0 4.0 9.0 2.0 4.0 5.0 2.0 7.0 3.0 3.0 0.0 2.0 1.0 3.0 6.0 10.0 2.0 2.0 8.0 8.0 9.0 16.0 1.0 10.0 3.0 4.0 9.0 8.0 5.0 7.0 15.0 19.0 4.0 5.0 9.0 6.0 2.0 5.0 19.0 10.0 6.0 8.0 6.0 12.0 2.0 13.0 5.0 7.0 6.0 4.0 11.0 8.0 13.0 5.0 5.0 7.0 6.0 7.0 7.0 5.0 1.0 6.0 12.0 11.0 45.0 3.0 3.0 2.0 28.0 6.0 7.0 4.0 5.0 6.0 8.0 6.0 6.0 4.0 8.0 11.0 5.0 26.0 9.0 19.0 11.0 19.0 4.0 3.0 6.0 5.0 9.0 11.0 1.0 7.0 7.0 5.0 5.0 5.0 7.0 9.0 3.0 9.0 3.0 5.0 22.0 11.0 7.0 2.0 7.0 13.0 3.0 31.0 1.0 7.0 14.0 3.0 6.0 7.0 3.0 10.0 1.0 7.0 18.0 3.0 14.0 2.0 14.0 2.0 5.0 6.0 1.0 11.0
-164.8203547963208x-142.2340604467804 11.0 13.0 14.0 2.0 6.0 11.0 9.0 7.0 19.0 7.0 10.0 4.0 5.0 4.0 4.0 11.0 2.0 2.0 5.0 3.0 1.0 4.0 1.0 4.0 2.0 3.0 9.0 9.0 9.0 18.0 4.0 7.0 6.0 72.0 7.0 14.0 43.0 9.0 11.0 20.0 9.0 9.0 13.0 11.0 3.0 6.0 18.0 4.0 10.0 4.0 10.0 25.0 6.0 14.0 9.0 17.0 11.0 14.0 8.0 1.0 16.0 11.0 8.0 4.0 5.0 5.0 14.0 6.0 2.0 12.0 6.0 14.0 84.0 10.0 6.0 6.0 21.0 7.0 8.0 20.0 4.0 6.0 14.0 9.0 22.0 2.0 9.0 18.0 8.0 43.0 9.0 23.0 10.0 15.0 4.0 2.0 6.0 9.0 13.0 3.0 4.0 4.0 3.0 1.0 6.0 10.0 3.0 9.0 2.0 9.0 6.0 5.0 24.0 24.0 9.0 9.0 6.0 50.0 14.0 48.0 0.0 8.0 15.0 4.0 11.0 12.0 5.0 8.0 7.0 14.0 16.0 1.0 18.0 9.0 8.0 2.0 6.0 6.0 10.0 18.0
-159.92995808885135x-261.322103939648 5.0 11.0 18.0 6.0 8.0 8.0 10.0 2.0 13.0 1.0 5.0 3.0 5.0 3.0 3.0 4.0 0.0 3.0 2.0 4.0 2.0 3.0 5.0 3.0 5.0 3.0 4.0 5.0 9.0 15.0 0.0 7.0 1.0 6.0 8.0 11.0 12.0 5.0 15.0 19.0 9.0 7.0 21.0 8.0 3.0 3.0 20.0 5.0 12.0 14.0 7.0 26.0 8.0 18.0 7.0 12.0 8.0 4.0 9.0 4.0 13.0 7.0 6.0 8.0 13.0 4.0 10.0 4.0 4.0 8.0 24.0 12.0 48.0 9.0 6.0 6.0 14.0 8.0 7.0 11.0 7.0 6.0 5.0 7.0 8.0 8.0 7.0 14.0 10.0 21.0 4.0 25.0 13.0 3.0 7.0 3.0 5.0 1.0 8.0 6.0 7.0 4.0 5.0 2.0 2.0 1.0 8.0 8.0 2.0 16.0 2.0 9.0 33.0 18.0 4.0 7.0 4.0 12.0 4.0 39.0 6.0 14.0 9.0 5.0 5.0 11.0 8.0 6.0 2.0 3.0 27.0 2.0 18.0 4.0 4.0 7.0 3.0 7.0 10.0 8.0
-148.4282398667407x-295.97837867851206 8.0 17.0 20.0 7.0 15.0 9.0 10.0 10.0 26.0 5.0 13.0 8.0 11.0 10.0 3.0 12.0 3.0 2.0 5.0 6.0 1.0 12.0 9.0 8.0 3.0 2.0 11.0 14.0 9.0 24.0 5.0 10.0 5.0 27.0 15.0 18.0 20.0 6.0 10.0 17.0 8.0 10.0 21.0 6.0 6.0 11.0 28.0 4.0 13.0 6.0 12.0 53.0 10.0 17.0 8.0 24.0 5.0 11.0 15.0 4.0 20.0 8.0 5.0 9.0 8.0 4.0 8.0 8.0 6.0 14.0 18.0 10.0 76.0 13.0 9.0 9.0 28.0 18.0 5.0 21.0 8.0 14.0 17.0 6.0 19.0 11.0 16.0 13.0 7.0 44.0 11.0 34.0 13.0 18.0 5.0 13.0 12.0 9.0 13.0 12.0 2.0 7.0 5.0 7.0 6.0 11.0 10.0 10.0 4.0 18.0 4.0 7.0 39.0 70.0 12.0 5.0 6.0 17.0 8.0 35.0 7.0 12.0 21.0 9.0 3.0 13.0 5.0 17.0 6.0 9.0 18.0 8.0 25.0 12.0 8.0 7.0 5.0 7.0 11.0 25.0
-155.0459742828882x-200.46875370919864 8.0 9.0 13.0 8.0 6.0 12.0 6.0 7.0 13.0 0.0 5.0 6.0 5.0 5.0 3.0 6.0 4.0 4.0 5.0 2.0 4.0 1.0 0.0 2.0 2.0 3.0 10.0 3.0 15.0 14.0 3.0 7.0 5.0 3.0 5.0 5.0 9.0 8.0 15.0 14.0 7.0 4.0 10.0 4.0 2.0 4.0 17.0 5.0 4.0 1.0 5.0 25.0 7.0 10.0 2.0 13.0 6.0 7.0 8.0 5.0 9.0 4.0 2.0 4.0 3.0 7.0 6.0 2.0 4.0 12.0 16.0 10.0 45.0 17.0 6.0 4.0 15.0 6.0 6.0 12.0 7.0 4.0 5.0 4.0 11.0 5.0 3.0 12.0 8.0 18.0 5.0 15.0 22.0 8.0 3.0 2.0 2.0 5.0 8.0 5.0 2.0 4.0 1.0 1.0 5.0 5.0 0.0 3.0 3.0 4.0 2.0 6.0 21.0 18.0 14.0 8.0 3.0 29.0 5.0 21.0 6.0 2.0 10.0 5.0 5.0 7.0 2.0 10.0 1.0 3.0 13.0 7.0 10.0 3.0 4.0 8.0 3.0 3.0 4.0 7.0
-148.407894736842x-231.94578947368439 0.0 3.0 3.0 2.0 0.0 3.0 5.0 1.0 1.0 0.0 1.0 1.0 2.0 1.0 3.0 2.0 2.0 1.0 0.0 2.0 1.0 0.0 3.0 1.0 0.0 0.0 2.0 2.0 3.0 5.0 0.0 0.0 1.0 0.0 0.0 0.0 3.0 4.0 5.0 5.0 0.0 1.0 3.0 4.0 1.0 0.0 1.0 1.0 0.0 2.0 1.0 7.0 0.0 0.0 1.0 8.0 0.0 3.0 3.0 1.0 4.0 2.0 2.0 5.0 1.0 4.0 4.0 3.0 0.0 3.0 1.0 2.0 42.0 3.0 1.0 6.0 3.0 3.0 6.0 5.0 3.0 0.0 2.0 3.0 5.0 1.0 2.0 3.0 1.0 8.0 1.0 3.0 5.0 9.0 1.0 3.0 2.0 3.0 2.0 0.0 0.0 2.0 2.0 1.0 1.0 1.0 0.0 4.0 1.0 3.0 2.0 0.0 5.0 6.0 1.0 0.0 2.0 2.0 3.0 4.0 1.0 5.0 2.0 3.0 2.0 1.0 1.0 6.0 0.0 4.0 3.0 2.0 2.0 2.0 7.0 4.0 5.0 5.0 2.0 2.0
-148.43373259052933x-167.62548746518092 4.0 14.0 14.0 6.0 7.0 12.0 11.0 2.0 10.0 1.0 12.0 1.0 2.0 4.0 6.0 1.0 2.0 2.0 2.0 2.0 0.0 1.0 3.0 5.0 1.0 5.0 9.0 2.0 8.0 14.0 8.0 3.0 6.0 4.0 5.0 15.0 13.0 5.0 19.0 14.0 4.0 5.0 12.0 8.0 7.0 2.0 14.0 1.0 6.0 5.0 6.0 18.0 3.0 14.0 4.0 15.0 13.0 7.0 8.0 6.0 7.0 4.0 3.0 10.0 3.0 7.0 9.0 5.0 4.0 13.0 19.0 11.0 54.0 10.0 2.0 10.0 9.0 5.0 6.0 13.0 8.0 4.0 5.0 5.0 10.0 6.0 7.0 7.0 2.0 21.0 6.0 13.0 11.0 11.0 4.0 9.0 7.0 12.0 3.0 4.0 4.0 2.0 2.0 3.0 2.0 6.0 5.0 6.0 3.0 7.0 5.0 7.0 30.0 19.0 10.0 4.0 4.0 17.0 11.0 17.0 7.0 6.0 3.0 3.0 4.0 9.0 5.0 16.0 2.0 7.0 8.0 3.0 15.0 8.0 9.0 4.0 8.0 6.0 8.0 10.0
-138.85159800249696x-124.96453183520588 6.0 9.0 4.0 3.0 3.0 7.0 9.0 2.0 12.0 6.0 6.0 3.0 4.0 2.0 2.0 4.0 0.0 3.0 0.0 3.0 2.0 0.0 1.0 1.0 2.0 3.0 1.0 2.0 8.0 6.0 0.0 4.0 1.0 5.0 4.0 12.0 6.0 1.0 12.0 4.0 9.0 3.0 5.0 1.0 4.0 5.0 12.0 2.0 3.0 0.0 1.0 11.0 5.0 13.0 4.0 6.0 6.0 4.0 9.0 4.0 8.0 11.0 2.0 4.0 2.0 4.0 8.0 4.0 3.0 10.0 6.0 6.0 81.0 6.0 2.0 6.0 10.0 5.0 7.0 9.0 4.0 5.0 3.0 1.0 4.0 2.0 3.0 9.0 5.0 14.0 5.0 9.0 11.0 3.0 2.0 6.0 5.0 4.0 11.0 5.0 3.0 2.0 1.0 3.0 3.0 4.0 4.0 6.0 0.0 7.0 3.0 2.0 17.0 15.0 2.0 5.0 2.0 16.0 3.0 12.0 3.0 7.0 9.0 3.0 1.0 7.0 4.0 11.0 0.0 5.0 9.0 2.0 15.0 6.0 4.0 6.0 2.0 3.0 7.0 12.0
-143.3008206106866x-90.040483778626 11.0 15.0 17.0 10.0 15.0 24.0 21.0 9.0 31.0 5.0 27.0 3.0 9.0 6.0 10.0 8.0 3.0 6.0 5.0 3.0 3.0 9.0 6.0 5.0 8.0 5.0 16.0 10.0 14.0 38.0 4.0 9.0 8.0 53.0 9.0 19.0 44.0 10.0 19.0 34.0 15.0 12.0 18.0 13.0 6.0 12.0 37.0 12.0 13.0 3.0 11.0 41.0 10.0 34.0 8.0 22.0 10.0 10.0 26.0 12.0 20.0 3.0 5.0 10.0 12.0 11.0 18.0 7.0 3.0 5.0 14.0 20.0 29.0 5.0 6.0 12.0 32.0 8.0 19.0 10.0 10.0 13.0 18.0 2.0 22.0 9.0 11.0 23.0 9.0 59.0 14.0 38.0 26.0 11.0 5.0 14.0 14.0 8.0 16.0 11.0 4.0 6.0 4.0 5.0 4.0 9.0 8.0 7.0 4.0 26.0 8.0 10.0 56.0 43.0 9.0 11.0 13.0 18.0 11.0 53.0 11.0 11.0 35.0 10.0 7.0 22.0 5.0 20.0 11.0 11.0 30.0 7.0 38.0 16.0 15.0 14.0 6.0 9.0 13.0 28.0
-129.88233100233106x-195.64059440559438 6.0 7.0 9.0 6.0 3.0 10.0 3.0 10.0 11.0 0.0 7.0 3.0 8.0 6.0 4.0 3.0 2.0 4.0 0.0 2.0 0.0 2.0 5.0 6.0 1.0 3.0 7.0 6.0 5.0 12.0 3.0 10.0 0.0 6.0 5.0 3.0 3.0 7.0 14.0 14.0 6.0 3.0 9.0 2.0 2.0 6.0 16.0 1.0 6.0 5.0 7.0 15.0 2.0 13.0 2.0 8.0 4.0 5.0 7.0 6.0 7.0 4.0 4.0 1.0 2.0 7.0 5.0 5.0 5.0 15.0 12.0 10.0 37.0 7.0 3.0 4.0 8.0 5.0 2.0 7.0 5.0 5.0 4.0 3.0 6.0 2.0 7.0 9.0 6.0 25.0 4.0 13.0 5.0 9.0 3.0 1.0 1.0 5.0 5.0 3.0 5.0 3.0 2.0 2.0 2.0 4.0 4.0 2.0 2.0 5.0 3.0 8.0 18.0 15.0 3.0 6.0 1.0 11.0 5.0 31.0 4.0 7.0 6.0 3.0 6.0 4.0 3.0 9.0 2.0 0.0 16.0 3.0 16.0 6.0 6.0 3.0 3.0 3.0 7.0 7.0
-121.37367975830823x-142.95617069486383 8.0 22.0 13.0 5.0 10.0 20.0 5.0 6.0 11.0 4.0 15.0 5.0 4.0 4.0 6.0 6.0 5.0 2.0 2.0 6.0 2.0 8.0 5.0 7.0 1.0 3.0 6.0 9.0 4.0 7.0 2.0 9.0 3.0 5.0 5.0 8.0 15.0 7.0 23.0 19.0 10.0 5.0 15.0 5.0 5.0 6.0 31.0 7.0 5.0 10.0 7.0 27.0 8.0 26.0 5.0 12.0 3.0 13.0 16.0 7.0 8.0 9.0 1.0 5.0 8.0 4.0 14.0 6.0 6.0 5.0 18.0 16.0 77.0 15.0 8.0 4.0 19.0 9.0 8.0 18.0 9.0 4.0 9.0 7.0 12.0 4.0 4.0 7.0 9.0 21.0 8.0 18.0 18.0 16.0 3.0 6.0 5.0 3.0 12.0 6.0 4.0 2.0 7.0 1.0 4.0 6.0 13.0 2.0 2.0 8.0 2.0 8.0 26.0 25.0 12.0 1.0 6.0 13.0 7.0 40.0 4.0 9.0 13.0 3.0 3.0 13.0 3.0 8.0 4.0 11.0 15.0 5.0 26.0 11.0 6.0 5.0 5.0 5.0 8.0 9.0
-130.8543922018348x-232.45825688073396 3.0 10.0 6.0 3.0 11.0 21.0 11.0 3.0 10.0 3.0 9.0 3.0 4.0 3.0 6.0 4.0 2.0 1.0 1.0 5.0 3.0 4.0 3.0 3.0 0.0 2.0 7.0 5.0 10.0 12.0 3.0 2.0 3.0 17.0 5.0 4.0 8.0 3.0 15.0 8.0 3.0 2.0 9.0 2.0 2.0 6.0 18.0 2.0 7.0 3.0 5.0 14.0 1.0 13.0 5.0 11.0 7.0 7.0 10.0 3.0 8.0 4.0 2.0 5.0 3.0 5.0 9.0 3.0 3.0 9.0 18.0 6.0 22.0 6.0 3.0 4.0 14.0 4.0 6.0 7.0 0.0 6.0 0.0 2.0 8.0 4.0 4.0 7.0 16.0 13.0 7.0 11.0 11.0 8.0 2.0 7.0 3.0 3.0 2.0 4.0 2.0 4.0 1.0 4.0 1.0 3.0 3.0 2.0 2.0 10.0 5.0 5.0 22.0 17.0 2.0 3.0 4.0 20.0 1.0 21.0 0.0 5.0 12.0 2.0 3.0 3.0 2.0 12.0 0.0 3.0 17.0 5.0 10.0 7.0 8.0 3.0 6.0 1.0 4.0 12.0
-126.00133419689121x-257.8862176165806 4.0 15.0 12.0 1.0 5.0 9.0 6.0 11.0 6.0 5.0 7.0 2.0 3.0 1.0 3.0 6.0 0.0 3.0 1.0 1.0 3.0 2.0 3.0 3.0 1.0 4.0 4.0 3.0 7.0 6.0 1.0 2.0 1.0 4.0 3.0 3.0 4.0 6.0 8.0 13.0 9.0 4.0 9.0 3.0 0.0 0.0 11.0 2.0 5.0 6.0 6.0 11.0 2.0 15.0 5.0 8.0 3.0 3.0 1.0 6.0 8.0 8.0 3.0 4.0 3.0 3.0 3.0 6.0 1.0 4.0 13.0 14.0 41.0 6.0 4.0 3.0 10.0 6.0 4.0 10.0 2.0 4.0 2.0 3.0 10.0 6.0 0.0 13.0 6.0 11.0 2.0 12.0 10.0 2.0 2.0 2.0 3.0 1.0 7.0 6.0 5.0 5.0 1.0 4.0 4.0 1.0 5.0 5.0 1.0 12.0 3.0 4.0 13.0 10.0 4.0 3.0 5.0 27.0 5.0 12.0 1.0 7.0 4.0 1.0 0.0 6.0 6.0 6.0 4.0 4.0 11.0 2.0 12.0 0.0 6.0 4.0 6.0 0.0 4.0 10.0
-118.51431746031749x-109.10597619047624 2.0 12.0 10.0 6.0 3.0 17.0 7.0 6.0 14.0 2.0 21.0 6.0 2.0 2.0 3.0 2.0 0.0 1.0 5.0 2.0 2.0 5.0 3.0 4.0 1.0 1.0 5.0 9.0 9.0 15.0 3.0 10.0 4.0 51.0 5.0 9.0 46.0 9.0 14.0 14.0 7.0 7.0 8.0 8.0 5.0 3.0 13.0 3.0 7.0 1.0 10.0 21.0 8.0 16.0 8.0 14.0 9.0 2.0 9.0 2.0 11.0 2.0 4.0 2.0 1.0 5.0 6.0 6.0 3.0 6.0 5.0 6.0 37.0 5.0 2.0 6.0 11.0 6.0 12.0 10.0 9.0 3.0 8.0 0.0 10.0 3.0 8.0 8.0 5.0 27.0 7.0 25.0 12.0 4.0 1.0 4.0 7.0 9.0 4.0 6.0 2.0 6.0 3.0 3.0 2.0 3.0 4.0 5.0 2.0 18.0 1.0 4.0 38.0 32.0 10.0 4.0 3.0 6.0 6.0 28.0 4.0 3.0 13.0 4.0 1.0 8.0 3.0 10.0 3.0 7.0 15.0 7.0 14.0 10.0 3.0 1.0 8.0 7.0 9.0 15.0
-115.7095593145871x-290.72761423550116 9.0 30.0 21.0 13.0 11.0 20.0 23.0 12.0 33.0 10.0 14.0 6.0 10.0 12.0 13.0 17.0 7.0 8.0 6.0 8.0 8.0 12.0 6.0 6.0 6.0 8.0 20.0 7.0 13.0 28.0 7.0 15.0 9.0 12.0 13.0 14.0 15.0 16.0 24.0 41.0 16.0 11.0 26.0 18.0 8.0 8.0 44.0 15.0 10.0 23.0 16.0 32.0 9.0 40.0 10.0 17.0 9.0 9.0 16.0 9.0 23.0 18.0 15.0 21.0 9.0 4.0 21.0 11.0 8.0 11.0 39.0 15.0 134.0 18.0 6.0 7.0 33.0 13.0 16.0 32.0 22.0 12.0 11.0 15.0 21.0 9.0 12.0 26.0 26.0 44.0 9.0 36.0 16.0 22.0 7.0 18.0 9.0 10.0 12.0 15.0 8.0 14.0 9.0 3.0 14.0 10.0 12.0 14.0 5.0 36.0 14.0 12.0 27.0 23.0 12.0 5.0 3.0 19.0 15.0 37.0 10.0 11.0 19.0 10.0 4.0 13.0 8.0 22.0 7.0 8.0 27.0 7.0 34.0 16.0 12.0 8.0 10.0 10.0 12.0 21.0
-117.1080057803468x-210.4182658959538 2.0 8.0 6.0 3.0 5.0 4.0 6.0 2.0 12.0 2.0 8.0 2.0 5.0 2.0 3.0 3.0 0.0 2.0 1.0 2.0 1.0 2.0 2.0 1.0 0.0 3.0 5.0 4.0 6.0 10.0 0.0 3.0 1.0 17.0 6.0 4.0 12.0 4.0 5.0 13.0 8.0 2.0 5.0 2.0 3.0 2.0 10.0 3.0 1.0 3.0 2.0 16.0 4.0 8.0 4.0 9.0 6.0 7.0 6.0 3.0 4.0 7.0 2.0 4.0 1.0 2.0 6.0 3.0 1.0 8.0 9.0 6.0 31.0 7.0 1.0 5.0 10.0 3.0 5.0 12.0 4.0 2.0 2.0 3.0 11.0 2.0 1.0 2.0 9.0 10.0 4.0 9.0 3.0 5.0 0.0 5.0 0.0 1.0 3.0 1.0 4.0 5.0 2.0 4.0 3.0 2.0 3.0 1.0 6.0 5.0 2.0 3.0 6.0 21.0 3.0 2.0 3.0 18.0 2.0 16.0 2.0 4.0 4.0 2.0 4.0 4.0 1.0 6.0 2.0 9.0 9.0 2.0 11.0 3.0 6.0 6.0 2.0 4.0 10.0 5.0
-111.14073893521477x-170.34552277100704 6.0 17.0 19.0 9.0 8.0 17.0 13.0 4.0 20.0 3.0 19.0 3.0 5.0 4.0 6.0 11.0 2.0 11.0 7.0 3.0 3.0 4.0 7.0 6.0 2.0 8.0 10.0 8.0 16.0 18.0 8.0 7.0 7.0 7.0 11.0 14.0 8.0 11.0 19.0 23.0 11.0 7.0 11.0 7.0 8.0 5.0 17.0 11.0 8.0 7.0 13.0 23.0 4.0 20.0 5.0 11.0 7.0 12.0 7.0 6.0 16.0 7.0 9.0 3.0 9.0 3.0 17.0 5.0 4.0 13.0 15.0 11.0 156.0 14.0 5.0 13.0 20.0 5.0 14.0 17.0 11.0 4.0 9.0 7.0 13.0 4.0 1.0 18.0 11.0 20.0 11.0 21.0 15.0 10.0 6.0 9.0 4.0 10.0 7.0 6.0 1.0 6.0 9.0 8.0 4.0 10.0 13.0 11.0 1.0 16.0 6.0 7.0 16.0 42.0 4.0 11.0 5.0 13.0 13.0 22.0 5.0 12.0 13.0 9.0 6.0 11.0 5.0 12.0 9.0 9.0 21.0 4.0 23.0 10.0 9.0 3.0 14.0 3.0 8.0 18.0
-100.67709445585233x-230.30338809034916 15.0 13.0 7.0 1.0 6.0 16.0 8.0 3.0 13.0 1.0 13.0 3.0 9.0 4.0 5.0 8.0 3.0 3.0 2.0 1.0 2.0 2.0 6.0 3.0 1.0 3.0 2.0 3.0 11.0 16.0 3.0 6.0 6.0 12.0 2.0 14.0 7.0 6.0 12.0 19.0 11.0 4.0 8.0 4.0 2.0 1.0 16.0 5.0 5.0 3.0 10.0 21.0 3.0 9.0 2.0 10.0 1.0 5.0 9.0 6.0 5.0 1.0 3.0 0.0 0.0 2.0 7.0 3.0 2.0 8.0 7.0 9.0 63.0 11.0 2.0 6.0 11.0 6.0 11.0 8.0 3.0 6.0 4.0 4.0 9.0 2.0 3.0 6.0 12.0 29.0 9.0 20.0 10.0 6.0 4.0 3.0 4.0 3.0 8.0 4.0 2.0 2.0 2.0 4.0 2.0 2.0 4.0 5.0 1.0 6.0 2.0 3.0 18.0 23.0 8.0 8.0 7.0 16.0 2.0 24.0 1.0 4.0 7.0 3.0 6.0 3.0 4.0 7.0 1.0 7.0 10.0 3.0 15.0 7.0 4.0 3.0 3.0 5.0 7.0 14.0
-93.23320812182742x-284.4631573604062 1.0 13.0 23.0 4.0 2.0 4.0 11.0 3.0 9.0 2.0 3.0 4.0 6.0 3.0 0.0 5.0 1.0 6.0 2.0 0.0 5.0 3.0 2.0 2.0 0.0 6.0 10.0 9.0 4.0 12.0 2.0 11.0 2.0 11.0 6.0 8.0 6.0 4.0 11.0 22.0 10.0 5.0 4.0 7.0 5.0 2.0 17.0 6.0 7.0 4.0 6.0 11.0 3.0 26.0 8.0 10.0 7.0 4.0 4.0 8.0 6.0 7.0 7.0 5.0 4.0 6.0 4.0 6.0 1.0 9.0 10.0 13.0 31.0 11.0 2.0 8.0 16.0 5.0 5.0 11.0 10.0 6.0 10.0 6.0 5.0 4.0 4.0 8.0 14.0 19.0 3.0 20.0 14.0 12.0 2.0 6.0 5.0 7.0 10.0 2.0 2.0 4.0 9.0 3.0 5.0 0.0 4.0 10.0 2.0 8.0 5.0 3.0 27.0 14.0 3.0 6.0 5.0 17.0 2.0 27.0 2.0 7.0 10.0 2.0 6.0 5.0 2.0 3.0 4.0 4.0 9.0 5.0 13.0 2.0 5.0 6.0 4.0 2.0 5.0 7.0
-81.41794533200193x-118.82106315526721 26.0 46.0 35.0 16.0 22.0 28.0 25.0 13.0 64.0 10.0 48.0 13.0 20.0 12.0 14.0 16.0 4.0 8.0 12.0 10.0 8.0 12.0 11.0 7.0 7.0 9.0 17.0 12.0 25.0 56.0 12.0 24.0 9.0 180.0 25.0 41.0 99.0 20.0 51.0 70.0 24.0 23.0 34.0 24.0 11.0 11.0 48.0 17.0 18.0 9.0 20.0 62.0 8.0 43.0 18.0 27.0 15.0 25.0 41.0 16.0 28.0 21.0 16.0 24.0 15.0 12.0 15.0 16.0 20.0 36.0 28.0 31.0 231.0 23.0 17.0 31.0 57.0 18.0 17.0 24.0 19.0 18.0 30.0 20.0 27.0 10.0 15.0 46.0 35.0 85.0 18.0 73.0 40.0 41.0 17.0 16.0 9.0 14.0 16.0 13.0 11.0 5.0 22.0 8.0 15.0 25.0 18.0 19.0 8.0 41.0 11.0 18.0 72.0 115.0 23.0 15.0 12.0 110.0 22.0 90.0 8.0 23.0 39.0 7.0 20.0 30.0 6.0 32.0 15.0 20.0 51.0 9.0 56.0 31.0 25.0 21.0 17.0 20.0 12.0 31.0
-94.22292071611253x-250.3001278772379 4.0 15.0 18.0 2.0 5.0 7.0 6.0 3.0 9.0 2.0 8.0 2.0 1.0 0.0 5.0 7.0 1.0 4.0 2.0 2.0 1.0 5.0 7.0 5.0 3.0 3.0 4.0 3.0 8.0 7.0 5.0 6.0 1.0 6.0 3.0 7.0 6.0 1.0 8.0 13.0 6.0 3.0 10.0 2.0 2.0 4.0 14.0 6.0 5.0 2.0 5.0 8.0 4.0 20.0 4.0 9.0 6.0 5.0 4.0 2.0 5.0 7.0 6.0 6.0 2.0 0.0 8.0 3.0 5.0 3.0 9.0 8.0 29.0 2.0 3.0 3.0 8.0 4.0 3.0 7.0 6.0 5.0 4.0 3.0 4.0 3.0 3.0 3.0 4.0 13.0 6.0 15.0 6.0 11.0 3.0 1.0 6.0 5.0 6.0 1.0 1.0 5.0 7.0 3.0 3.0 3.0 3.0 3.0 1.0 9.0 2.0 6.0 18.0 13.0 8.0 2.0 5.0 13.0 1.0 18.0 2.0 6.0 8.0 5.0 5.0 7.0 3.0 4.0 1.0 3.0 10.0 0.0 12.0 2.0 10.0 4.0 2.0 3.0 9.0 7.0
-93.36655287260604x-194.5137552039967 6.0 15.0 5.0 1.0 10.0 16.0 10.0 2.0 15.0 3.0 12.0 6.0 8.0 6.0 2.0 2.0 2.0 4.0 2.0 4.0 1.0 4.0 4.0 5.0 2.0 3.0 6.0 7.0 8.0 19.0 3.0 7.0 0.0 26.0 4.0 6.0 13.0 8.0 14.0 20.0 8.0 2.0 11.0 8.0 6.0 3.0 28.0 4.0 6.0 2.0 6.0 22.0 1.0 22.0 5.0 13.0 5.0 11.0 10.0 2.0 9.0 1.0 2.0 5.0 5.0 3.0 9.0 3.0 7.0 12.0 7.0 17.0 27.0 8.0 3.0 6.0 19.0 5.0 7.0 20.0 3.0 3.0 8.0 6.0 16.0 5.0 3.0 9.0 7.0 29.0 6.0 34.0 12.0 12.0 7.0 5.0 3.0 7.0 7.0 4.0 4.0 3.0 2.0 3.0 2.0 3.0 7.0 7.0 3.0 13.0 8.0 6.0 30.0 26.0 7.0 5.0 4.0 39.0 2.0 41.0 3.0 9.0 12.0 2.0 7.0 8.0 2.0 10.0 6.0 7.0 4.0 3.0 22.0 13.0 11.0 6.0 4.0 12.0 5.0 13.0
