,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
92,0.01218886495568509,4,IGF2R,205.39803744898202,67.52223378784537,-650.6032710327281,-3.4142325729465752,0.053215817163116075,SE,1056,7.116823335836213e-05,0.3648151677907891,0.0019299983978271484,1329.055515922521,-653.4517291566834,2.848458123955311,0.09146161534253439,0.11514364074372632
93,0.03407571693299658,4,IL17RA,205.39803744898202,23.61751672691235,-586.3559412584993,-3.7493629190528353,0.08565523331988968,SE,1056,0.00018438434296732642,0.13220069626910183,0.002079010009765625,1200.5608563740634,-595.3052408062576,8.9492995477583,0.0027757599820222856,0.0069889670975918266
94,0.02145369921793208,4,ITPR2,205.39803744898202,38.002777703534626,-670.5641080442313,-3.5418832813494445,0.06878109693059357,SE,1056,0.00010800957724015216,0.1856325120573463,0.003053903579711914,1368.9771899455272,-675.8043137221623,5.240205677931044,0.022070664491185443,0.037047186824489854
95,0.04146055194738237,4,KIAA1147,205.39803744898202,19.262429426724257,-577.3799134119809,-3.967850399082324,0.09962421747144852,SE,1056,0.0003167542801369495,0.1580209071934992,0.0023980140686035156,1182.6088006810264,-585.7612157675751,8.381302355594244,0.003791006766465599,0.008762818919207369
96,0.01583014847490561,4,KIAA1462,205.39803744898202,51.79898120444397,-610.672119772106,-4.234449331607524,0.0872648268528208,SE,1056,7.191011632627302e-05,0.22183530304528817,0.0021660327911376953,1249.1932134012768,-614.2960706388352,3.6239508667291602,0.05695347033799869,0.07575886148733789
97,0.06305440943444192,4,KLHL9,205.39803744898202,12.380410886734323,-556.5117267074111,-4.173453002466229,0.12019769596746636,SE,1056,0.001046451651399444,0.24584202409253944,0.002274036407470703,1140.8724272718869,-560.3218173880844,3.8100906806732837,0.05094469234139054,0.07117658592290553
98,0.0381878406979141,4,KPNA4,205.39803744898202,20.984629712531955,-601.1135638600133,-5.070777125810873,0.1546679473439175,SE,1056,0.0003254375042095765,0.1888820673994696,0.0023539066314697266,1230.0761015770913,-609.5074133146705,8.393849454657243,0.0037649273957818252,0.008762818919207369
99,0.03329898959780677,4,LMTK2,205.39803744898202,24.187849963369047,-338.1927694064061,-4.0992385226979415,0.0976679998889278,SE,1056,0.0002075518739852978,0.15534811956452413,0.001756906509399414,704.2345126698771,-345.3199509524543,7.1271815460481776,0.0075923979452432455,0.01567938596261123
100,0.02366209577611964,4,MAN1A2,205.39803744898202,34.37819665402906,-496.7591720133553,-3.955791758758585,0.08516230948724272,SE,1056,0.0001386335145460346,0.1976347753710826,0.0018990039825439453,1021.3673178837754,-501.7882856629303,5.029113649575038,0.024924650958771277,0.040395123967663794
101,0.06096536241980945,4,MCF2L,205.39803744898202,12.833189328942225,-725.1165554338888,-3.8370924056916764,0.10755486813974775,SE,1056,0.0002706711668335669,0.06746604046423603,0.0011551380157470703,1478.0820847248424,-742.0136973395519,16.897141905663034,3.946095499030022e-05,0.0001503782338819549
102,0.023241418689217547,4,MED14,205.39803744898202,35.015533702426744,-524.5237606699095,-4.872943972210575,0.12665919830398384,SE,1056,0.00020531718566533123,0.3028714436754509,0.0018491744995117188,1076.8964951968837,-529.1912651710852,4.667504501175699,0.03073856093406413,0.04796968727731442
103,0.02170370921227084,4,PHIP,205.39803744898202,37.55541747668162,-578.8488310937478,-4.926626794342794,0.12754990352254308,SE,1056,0.0001792133158846931,0.3012597244390754,0.002028942108154297,1185.5466360445603,-583.8053010753836,4.9564699816357916,0.025993217183893136,0.041648222987828776
104,0.018934523173695445,4,PIK3CA,205.39803744898202,43.16977348248439,-663.5900854178942,-3.917524960711966,0.07988184135257384,SE,1056,8.580255637148266e-05,0.18737934266046474,0.0024602413177490234,1355.0291446928532,-668.6454640586519,5.055378640757681,0.02454961734721628,0.040249954022761575
105,0.09974721444836901,4,PLXNA1,205.39803744898202,7.5196884348458894,-341.84027638136945,-4.60426033559515,0.15229853670652777,SE,1056,0.000839457329412138,0.09079883366354037,0.0011789798736572266,711.5295266198037,-353.81038360465527,11.970107223285822,0.0005406083048231647,0.0016939060217792494
106,0.04404240729248328,4,PRRC2B,205.39803744898202,18.08438429951435,-326.5194083526924,-4.222931526661513,0.10969691373861293,SE,1056,0.00016569290733973866,0.07401154961827001,0.002349853515625,680.8877905624496,-340.5168508283698,13.997442475677417,0.00018305946255603445,0.0006452846055100214
107,0.11611336821869965,4,PTPN14,205.39803744898202,6.342354188542897,-469.4350748650327,-4.187563566195619,0.13765806545600764,SE,1056,0.0016339191228182566,0.13875449118930863,0.001257181167602539,966.7191235871302,-480.024303131442,10.58922826640935,0.0011374844860082556,0.0032565981329447614
108,0.017554510738973933,4,RAB3B,205.39803744898202,46.62897646222118,-666.5478779186926,-5.21602554248899,0.13505436410152072,SE,1056,0.00010064631124081998,0.2542723846660868,0.0026078224182128906,1360.94472969445,-670.801671473059,4.253793554366325,0.039162756006400956,0.05743616881006325
109,0.04100809114801424,4,RAD51D,205.39803744898202,19.48415330896173,-534.5240159214791,-4.078305665005679,0.10378618588862272,SE,1056,0.000355919253174189,0.18117119567170845,0.002051830291748047,1096.8970057000229,-541.6331728007802,7.1091568793011675,0.007669117190271635,0.01567938596261123
110,0.05363364868211271,4,RBM20,205.39803744898202,14.701379773171933,-617.1706585615314,-4.663448186873989,0.14304465979463074,SE,1056,0.00021210440820528084,0.06636578438382154,0.001010894775390625,1262.1902909801274,-637.645110729938,20.47445216840663,6.0432525601505915e-06,2.5523136141246486e-05
111,0.0762335727869827,4,RNF152,205.39803744898202,10.096062948385883,-613.6568069941263,-4.315163593545682,0.13527534423405427,SE,1056,0.001245207811641538,0.2106785018434229,0.0010170936584472656,1255.1625878453174,-622.5407159056999,8.883908911573599,0.0028769492113964734,0.007116663838717592
112,0.011366279913525245,4,RNF169,205.39803744898202,72.46915900170016,-469.17359896584185,-4.220170643981169,0.07698872806356928,SE,1056,7.876532129382791e-05,0.46274344280878277,0.002238035202026367,966.1961717887485,-471.42814159877,2.254542632928178,0.13322281119064583,0.16334275111200924
113,0.022235138229298883,4,SAMD12,205.39803744898202,36.63791421350779,-705.4659712860378,-4.051470008015741,0.08961323920797712,SE,1056,0.00013464944587084413,0.21612449543324153,0.0023810863494873047,1438.7809164291402,-709.975609851514,4.50963856547628,0.03370436212545802,0.05110016193214603
